ProjectID	BuildingID	AffordabilityBand	TotalUnits
48887	57693	Very Low Income	17
48755	72098	Moderate Income	108
49270	947270	Low Income	36
49270	947270	Other	1
48733	386227	Low Income	5
48733	386227	Very Low Income	2
48892	53714	Low Income	2
48892	53714	Very Low Income	9
49060	64260	Low Income	4
49060	52764	Low Income	19
49060	52764	Other	1
49060	95625	Low Income	4
49060	64510	Low Income	16
49060	64309	Low Income	6
48685	346832	Low Income	11
48685	346832	Other	1
48685	330794	Low Income	8
48685	346837	Low Income	7
48685	381637	Low Income	3
48685	317155	Low Income	9
48685	332710	Low Income	4
49576	945948	Low Income	68
49576	945948	Other	1
48690	744417	Low Income	43
49070	213832	Low Income	9
49070	334864	Low Income	4
49070	357677	Low Income	13
49070	357669	Low Income	5
49070	357675	Low Income	3
49070	357634	Low Income	6
49070	359775	Low Income	7
48765	19049	Low Income	8
48765	42524	Low Income	24
48765	822049	Low Income	80
48765	19048	Low Income	8
48765	19506	Low Income	21
48765	309680	Low Income	24
48765	85438	Low Income	21
48765	85441	Low Income	21
48765	28116	Low Income	11
48765	28117	Low Income	11
48765	28118	Low Income	10
48765	313693	Low Income	32
48765	313692	Moderate Income	28
48765	26937	Low Income	17
48765	24535	Low Income	34
48890	59889	Low Income	45
48686	32921	Low Income	307
48686	32921	Other	1
49103	59514	Low Income	54
49103	59514	Moderate Income	13
49103	59514	Other	1
49103	59514	Very Low Income	4
48896	216940	Extremely Low Income	97
48896	216940	Low Income	37
48896	216940	Very Low Income	1
48625	362389	Low Income	18
48625	362389	Very Low Income	1
48625	338754	Low Income	13
48625	338754	Other	1
48625	338754	Very Low Income	6
48625	232147	Low Income	4
48625	849296	Low Income	28
48625	849296	Other	1
48625	849296	Very Low Income	3
48625	339245	Low Income	4
48625	339245	Very Low Income	4
48632	5381	Low Income	25
48632	5381	Other	1
48632	5376	Low Income	25
48632	5374	Low Income	24
48632	5379	Low Income	24
48632	5379	Moderate Income	1
48788	9827	Extremely Low Income	4
48788	9827	Very Low Income	8
48657	88527	Low Income	45
48657	88527	Very Low Income	4
48657	115745	Low Income	65
48657	115745	Very Low Income	4
48657	88530	Low Income	59
48657	88530	Other	1
48657	118659	Low Income	10
48902	88267	Low Income	1
48902	88267	Very Low Income	14
48895	806382	Low Income	10
48895	806382	Very Low Income	2
48895	806380	Low Income	9
48895	806380	Very Low Income	3
48895	806379	Low Income	10
48895	806379	Very Low Income	2
48895	806384	Low Income	9
48895	806384	Very Low Income	3
48895	806383	Low Income	9
48895	806383	Very Low Income	3
48895	57674	Low Income	9
48895	57674	Very Low Income	3
48895	806381	Extremely Low Income	1
48895	806381	Low Income	10
48895	806381	Very Low Income	1
48752	110157	Very Low Income	137
48726	943722	Middle Income	288
48726	943722	Other	207
48726	943722	Very Low Income	124
46299	957262	Low Income	68
46299	957262	Other	1
46299	957262	Very Low Income	18
49534	945855	Low Income	83
49534	945855	Other	1
44369	976936	Low Income	10
44369	976936	Very Low Income	6
44369	927816	Low Income	3
44369	927816	Other	1
44369	927816	Very Low Income	3
44369	927815	Low Income	9
44369	927815	Very Low Income	5
44369	943963	Low Income	4
44369	943963	Very Low Income	3
44362	947316	Low Income	133
44362	947316	Other	1
48771	806302	Low Income	17
48771	64911	Low Income	15
48771	120450	Low Income	8
48771	120452	Low Income	7
48771	64974	Low Income	20
48771	120457	Low Income	11
48771	806301	Low Income	16
48771	64901	Low Income	15
48771	120458	Low Income	10
48771	56602	Low Income	12
48771	56847	Low Income	12
48771	116824	Low Income	21
48771	116817	Low Income	25
48771	116827	Low Income	22
48771	50382	Low Income	20
48771	50377	Low Income	20
48771	113800	Low Income	18
48771	806680	Low Income	24
46076	934663	Low Income	134
46076	934663	Other	1
49281	550156	Low Income	9
49281	944555	Low Income	13
49455	42407	Low Income	4
49455	42407	Moderate Income	14
49455	42407	Very Low Income	2
49010	346924	Low Income	2
48626	197987	Low Income	4
48626	197987	Moderate Income	4
48626	214946	Low Income	3
48626	214946	Moderate Income	5
48626	359983	Moderate Income	2
48626	363723	Low Income	5
48626	363723	Moderate Income	3
48704	57040	Low Income	24
48704	57048	Low Income	11
48704	63982	Low Income	21
48704	806523	Low Income	31
48641	967101	Low Income	40
48641	967101	Very Low Income	15
48937	21460	Middle Income	7
48937	21460	Moderate Income	12
44306	926973	Low Income	5
44306	926973	Very Low Income	2
44888	949804	Low Income	114
44888	949804	Other	1
48013	60014	Low Income	19
48013	60014	Other	1
48013	60061	Low Income	3
48013	60061	Other	1
48013	60061	Very Low Income	13
48013	60013	Low Income	23
48013	60013	Very Low Income	1
48013	59349	Low Income	4
47767	49424	Low Income	15
47767	70671	Low Income	6
47767	70287	Low Income	7
47767	49429	Low Income	18
47767	49429	Other	1
47767	70285	Low Income	6
47767	70285	Other	1
49909		Moderate Income	1
51035	683674	Other	6
50293	66001	Extremely Low Income	1
50293	66001	Low Income	14
50293	66001	Very Low Income	6
44303	927939	Other	1
44303	927939	Very Low Income	50
50804	6529	Other	22
48870	116785	Low Income	139
50933	811259	Other	11
50774	633968	Other	7
44340	969960	Moderate Income	2
44340	969942	Moderate Income	2
44340	969937	Moderate Income	2
44340	969940	Moderate Income	2
44340	965968	Moderate Income	3
44340	969943	Moderate Income	2
44340	969941	Moderate Income	3
44340	965970	Moderate Income	3
44340	969938	Moderate Income	2
44340	969939	Moderate Income	2
44340	969961	Moderate Income	2
44340	927586	Moderate Income	2
44340	927678	Moderate Income	3
50352	60498	Low Income	12
50352	60498	Moderate Income	5
50352	97550	Low Income	29
50352	97550	Moderate Income	8
50352	77186	Low Income	54
50352	77186	Moderate Income	11
49058	64797	Low Income	68
48639	945946	Low Income	60
48639	945946	Other	1
48639	945946	Very Low Income	94
49575	945947	Low Income	64
49575	945947	Other	1
48678	58944	Low Income	10
48678	58930	Low Income	4
48678	88544	Low Income	8
48678	125023	Low Income	7
48678	940965	Low Income	3
48676	42818	Low Income	17
48676	42818	Middle Income	3
48676	42815	Low Income	11
48676	42815	Middle Income	9
48676	42813	Low Income	14
48676	42813	Middle Income	1
48683	18986	Low Income	36
48683	18990	Low Income	33
48683	18990	Other	1
48038	35779	Low Income	14
48038	35779	Other	1
48038	35779	Very Low Income	14
50942	964992	Extremely Low Income	11
50942	964992	Low Income	55
50942	964992	Moderate Income	13
50942	964992	Other	1
50942	964992	Very Low Income	34
44249	927160	Low Income	16
44249	927160	Very Low Income	4
45280	935092	Low Income	111
45280	935092	Other	1
45280	935092	Very Low Income	29
48746	353050	Low Income	8
48746	353050	Very Low Income	8
49067	64306	Extremely Low Income	1
49067	64306	Low Income	18
49067	64306	Very Low Income	25
50819	6422	Other	9
51064	335986	Other	7
50821	6426	Other	9
50753	341971	Other	5
50638	949243	Extremely Low Income	115
50638	949243	Low Income	7
50638	949243	Other	1
49248		Extremely Low Income	9
49248		Low Income	19
49248		Other	1
49248		Very Low Income	10
51314	253011	Other	9
51314	253010	Other	9
50815	776615	Extremely Low Income	36
49625	952254	Extremely Low Income	10
49625	952254	Low Income	57
49625	952254	Other	1
49625	952254	Very Low Income	28
49716	322143	Extremely Low Income	4
49716	322143	Low Income	4
49716	247933	Extremely Low Income	1
49716	247933	Low Income	6
49716	351171	Low Income	9
49716	329197	Extremely Low Income	2
49716	329197	Low Income	2
49716	329199	Extremely Low Income	2
49716	329199	Low Income	2
49716	207180	Extremely Low Income	2
49716	207180	Low Income	2
49716	294186	Extremely Low Income	21
49716	294186	Low Income	5
49716	294186	Other	1
49716	388945	Extremely Low Income	5
49716	388945	Low Income	7
49716	388945	Very Low Income	1
49716	388933	Extremely Low Income	6
49716	388933	Low Income	6
50605	79714	Low Income	16
50605	79714	Moderate Income	1
50605	79714	Very Low Income	3
50605	79712	Extremely Low Income	2
50605	79712	Low Income	15
50605	79712	Other	1
50605	79712	Very Low Income	2
50793	821898	Other	16
50808	11113	Other	5
44332	973751	Low Income	10
44332	973750	Low Income	7
44332	975662	Low Income	8
51052	11135	Other	12
50677	348491	Other	190
50735	251214	Other	16
51248	9911	Low Income	55
51248	9911	Moderate Income	2
51248	9911	Very Low Income	3
49722	969838	Low Income	27
49722	969838	Other	1
49722	969838	Very Low Income	24
49722	948723	Low Income	72
49722	948723	Other	1
49722	948723	Very Low Income	11
49722	948724	Other	1
49722	948724	Very Low Income	89
49722	948722	Low Income	22
49722	948722	Other	1
49722	948722	Very Low Income	29
50741	394534	Low Income	4
50741	394534	Other	1
50207	810109	Low Income	2
50207	810103	Low Income	3
50207	354367	Very Low Income	3
50207	810093	Low Income	3
50207	810096	Low Income	3
50207	810091	Low Income	3
50207	810101	Low Income	3
50207	810105	Low Income	1
50207	810105	Very Low Income	2
50207	810094	Low Income	3
50207	810107	Low Income	1
50207	810107	Other	1
50207	810107	Very Low Income	1
50207	810098	Low Income	3
50207	810092	Low Income	3
50207	810095	Low Income	3
50207	810108	Low Income	2
50207	810108	Very Low Income	1
50207	810106	Low Income	1
50207	810106	Very Low Income	2
50207	810102	Low Income	3
50207	810099	Low Income	3
50207	810104	Low Income	3
50207	810100	Low Income	3
50207	300660	Low Income	3
50606	92440	Low Income	17
50606	92440	Very Low Income	2
50606	92439	Low Income	16
50606	92439	Very Low Income	3
50606	92441	Low Income	16
50606	92441	Moderate Income	1
50606	92441	Other	1
50606	92441	Very Low Income	1
50606	64431	Low Income	19
50606	64431	Very Low Income	5
48898	822634	Low Income	135
50294	87096	Low Income	25
50294	87096	Very Low Income	6
44339	974382	Extremely Low Income	46
44339	974382	Low Income	182
44339	974382	Moderate Income	16
44339	974382	Other	1
44339	974382	Very Low Income	60
55431	806679	Moderate Income	40
55431	79220	Moderate Income	49
55431	64661	Moderate Income	13
55431	806947	Moderate Income	36
55431	109774	Moderate Income	44
55431	110203	Moderate Income	43
55431	110199	Moderate Income	50
55431	110200	Moderate Income	43
55431	110204	Moderate Income	43
55479	720538	Moderate Income	100
55464	47164	Moderate Income	100
50777	213197	Other	47
50744	213199	Other	5
51252	116663	Low Income	45
51252	116663	Other	1
51252	46526	Low Income	6
51252	46526	Very Low Income	3
51252	46525	Low Income	8
51252	46525	Other	1
51252	119119	Low Income	38
51252	119119	Other	1
51252	119119	Very Low Income	3
50193	341863	Low Income	8
50193	808774	Low Income	8
50193	341859	Low Income	6
50193	387264	Low Income	6
50193	341864	Low Income	8
50193	329481	Low Income	8
44431	965100	Extremely Low Income	12
44431	965100	Low Income	62
44431	965100	Very Low Income	8
44431	974694	Extremely Low Income	19
44431	974694	Low Income	91
44431	974694	Other	1
44431	974694	Very Low Income	13
50996	837304	Other	56
50996	837303	Other	56
50837	881542	Other	40
50820	11252	Other	30
50278	115544	Very Low Income	32
50278	45438	Very Low Income	16
50278	120990	Very Low Income	13
50278	56949	Very Low Income	20
50278	45594	Very Low Income	21
50278	100202	Very Low Income	16
50278	112044	Very Low Income	21
50805	11576	Other	7
50026	947649	Extremely Low Income	50
50026	947649	Low Income	5
50026	927138	Extremely Low Income	56
50026	927138	Low Income	22
50026	927138	Other	1
55433	47173	Moderate Income	116
51067	11583	Other	24
50869	634610	Other	5
51104	956094	Low Income	22
51104	956094	Other	84
51104	956094	Other	1
47888	20827	Low Income	10
49713	950357	Extremely Low Income	57
49713	950357	Low Income	37
49713	950357	Other	1
47960	51236	Low Income	35
47960	51236	Other	1
47960	59221	Low Income	29
47960	59221	Other	1
47960	81557	Low Income	43
47960	81557	Other	1
47960	114432	Low Income	15
51778	955507	Extremely Low Income	20
51778	955507	Low Income	197
51778	955507	Other	1
51778	955507	Very Low Income	30
48973	40680	Low Income	11
48973	40680	Moderate Income	4
48624	326470	Low Income	5
48624	326470	Moderate Income	1
48624	376539	Low Income	15
48624	376539	Other	1
48624	380356	Low Income	5
48624	380356	Moderate Income	1
48624	376543	Low Income	16
48624	366365	Low Income	12
48624	376557	Low Income	19
48624	376557	Moderate Income	12
48624	330826	Low Income	4
48624	330826	Moderate Income	4
48908	358597	Extremely Low Income	6
48908	358597	Low Income	2
48908	139704	Extremely Low Income	2
48908	139704	Middle Income	6
48908	307271	Low Income	5
48908	307271	Moderate Income	1
48908	330827	Extremely Low Income	4
48908	330827	Low Income	4
48908	330823	Extremely Low Income	1
48908	330823	Low Income	1
48908	330823	Very Low Income	6
48908	375083	Extremely Low Income	6
48908	375083	Low Income	2
48908	352128	Extremely Low Income	7
48908	352128	Low Income	2
48908	352128	Very Low Income	7
48908	375049	Low Income	4
48908	375084	Extremely Low Income	3
48908	375084	Very Low Income	5
48014	113781	Low Income	14
48014	88674	Low Income	16
47962	60640	Low Income	10
47962	60640	Very Low Income	1
47962	109771	Low Income	16
47962	109771	Other	1
47962	109771	Very Low Income	14
48607	92694	Low Income	8
48607	92694	Other	1
48607	80080	Low Income	42
48607	80080	Other	1
48607	87863	Low Income	48
48607	87863	Other	1
48607	65790	Low Income	36
48607	65790	Other	1
48732	43250	Low Income	26
48794	62836	Other	1
48794	62836	Very Low Income	9
48794	806338	Very Low Income	15
48794	63883	Other	1
48794	63883	Very Low Income	12
48794	806337	Very Low Income	15
48794	62837	Extremely Low Income	2
48794	62837	Low Income	14
48794	62837	Other	1
48794	62837	Very Low Income	7
48794	902977	Other	1
48794	902977	Very Low Income	14
48794	52677	Very Low Income	14
50801	6603	Other	16
44285	927618	Moderate Income	2
44285	927624	Middle Income	2
44285	972362	Middle Income	2
44285	972363	Middle Income	2
44285	927981	Moderate Income	2
44285	927625	Middle Income	2
44285	927982	Moderate Income	2
44285	927191	Middle Income	2
44285	927626	Middle Income	2
44285	331134	Middle Income	2
48763	3607	Low Income	8
48763	4163	Low Income	7
48763	4163	Moderate Income	1
48763	7470	Low Income	14
48763	7470	Very Low Income	6
48763	42323	Low Income	7
48763	42323	Very Low Income	11
48647	976517	Extremely Low Income	96
48647	976517	Low Income	64
48647	976517	Other	1
50156	944796	Low Income	67
50156	944796	Moderate Income	42
50156	944796	Other	1
50407	362337	Low Income	3
50407	809877	Low Income	2
50407	342753	Low Income	3
50407	342738	Low Income	3
50407	342745	Low Income	10
50407	342748	Low Income	3
50407	362352	Low Income	3
50407	342757	Low Income	3
50407	342742	Low Income	3
50407	342739	Low Income	3
50407	342744	Low Income	3
50407	362339	Low Income	3
50407	362334	Low Income	12
50407	362349	Low Income	3
50407	379928	Low Income	22
50407	328562	Low Income	6
50407	809283	Low Income	16
50407	808942	Low Income	7
50407	808939	Low Income	6
50407	395843	Low Income	16
50407	395827	Low Income	13
50407	395834	Low Income	8
50407	395846	Low Income	8
50407	395840	Low Income	16
50407	395849	Low Income	6
50407	395844	Low Income	16
50407	395836	Low Income	16
50407	395830	Low Income	13
50407	395829	Low Income	13
50407	395833	Low Income	13
50407	395877	Low Income	9
50407	807552	Low Income	6
50407	807553	Low Income	6
50407	207686	Low Income	16
50407	207683	Low Income	23
50407	354251	Low Income	1
50407	354170	Low Income	3
50407	354165	Low Income	10
50407	234974	Low Income	19
50407	299970	Low Income	2
50407	299963	Low Income	2
50407	300002	Low Income	3
50407	913572	Low Income	24
50407	289096	Low Income	16
50407	342542	Low Income	4
50407	342526	Low Income	6
50407	342523	Low Income	4
50407	342533	Low Income	3
50407	353145	Low Income	19
50407	353190	Low Income	15
50407	313104	Low Income	4
50407	949647	Low Income	3
50407	940976	Low Income	6
50407	940975	Low Income	6
50407	183060	Low Income	6
50205	65477	Low Income	42
50205	65477	Other	1
50205	65477	Very Low Income	6
50205	97967	Low Income	54
50205	97967	Moderate Income	1
50205	97967	Very Low Income	4
50205	65478	Extremely Low Income	1
50205	65478	Low Income	53
50205	65478	Moderate Income	2
50205	65478	Other	1
50205	65478	Very Low Income	2
50205	116780	Extremely Low Income	3
50205	116780	Low Income	31
50205	116780	Moderate Income	1
50205	116780	Other	1
50205	116780	Very Low Income	7
50205	111969	Extremely Low Income	1
50205	111969	Low Income	54
50205	111969	Moderate Income	2
50205	111969	Other	1
50205	111969	Very Low Income	1
49173	946227	Low Income	2
49173	946227	Other	1
49173	946227	Very Low Income	28
50088	949394	Low Income	84
50088	949394	Moderate Income	27
50088	949394	Other	1
50088	949394	Very Low Income	22
48143	5813	Low Income	5
48143	5813	Very Low Income	11
48143	5781	Low Income	1
48143	5781	Other	1
48143	5781	Very Low Income	11
48143	3615	Low Income	10
48143	3615	Very Low Income	6
48143	4160	Low Income	6
48143	4160	Very Low Income	7
50847	637018	Other	41
44319	927209	Low Income	9
44319	927209	Very Low Income	1
44319	955280	Extremely Low Income	3
44319	955280	Low Income	13
44319	955280	Other	1
44319	955280	Very Low Income	1
44319	955279	Low Income	6
44319	955283	Extremely Low Income	5
44319	955283	Low Income	13
44319	955283	Very Low Income	1
52000	110423	Low Income	38
52000	110423	Moderate Income	5
52000	110423	Very Low Income	3
51384	11126	Other	30
51384	11124	Other	20
52665	234701	Low Income	21
53188	45564	Extremely Low Income	16
53188	45564	Other	1
53188	45564	Very Low Income	39
53655	120441	Extremely Low Income	4
53655	120441	Low Income	3
53655	120441	Very Low Income	5
53655	116883	Extremely Low Income	2
53655	116883	Low Income	2
53655	116883	Very Low Income	7
53655	60419	Extremely Low Income	4
53655	60419	Low Income	9
53655	60419	Moderate Income	1
53655	60419	Other	1
53655	60419	Very Low Income	10
53655	56805	Extremely Low Income	9
53655	56805	Low Income	19
53655	56805	Other	1
53655	56805	Very Low Income	26
53655	56835	Extremely Low Income	3
53655	56835	Low Income	3
53655	56835	Very Low Income	7
53655	64879	Extremely Low Income	2
53655	64879	Low Income	2
53655	64879	Other	1
53655	64879	Very Low Income	4
53655	116887	Extremely Low Income	22
53655	116887	Low Income	23
53655	116887	Moderate Income	1
53655	116887	Other	1
53655	116887	Very Low Income	31
53655	60414	Extremely Low Income	1
53655	60414	Low Income	4
53655	60414	Very Low Income	4
53655	64872	Extremely Low Income	2
53655	64872	Low Income	5
53655	64872	Other	1
53655	64872	Very Low Income	8
53655	53832	Extremely Low Income	7
53655	53832	Low Income	17
53655	53832	Moderate Income	5
53655	53832	Other	1
53655	53832	Very Low Income	17
53655	99246	Extremely Low Income	2
53655	99246	Low Income	1
53655	99246	Moderate Income	1
53655	65038	Extremely Low Income	4
53655	65038	Low Income	11
53655	65038	Other	1
53655	65038	Very Low Income	6
51481	11391	Other	32
51485	102762	Other	15
52733	4189	Low Income	25
52733	4189	Moderate Income	24
52733	4183	Low Income	9
52733	4183	Moderate Income	18
52733	41421	Low Income	3
52733	41421	Moderate Income	11
52733	41421	Other	1
52733	3583	Low Income	51
52733	3583	Moderate Income	2
52733	3583	Other	1
52733	41419	Low Income	8
52733	41419	Moderate Income	6
52733	41419	Other	1
52733	42410	Low Income	6
52733	42410	Moderate Income	12
52733	41411	Low Income	2
52733	41411	Moderate Income	8
52733	41417	Low Income	3
52733	41417	Moderate Income	7
52733	4173	Low Income	8
52733	4173	Moderate Income	4
52733	4175	Low Income	18
52733	4175	Moderate Income	25
52733	4175	Other	1
52733	42408	Moderate Income	7
52733	41409	Low Income	10
52733	41409	Moderate Income	4
52733	41409	Other	1
52733	7475	Low Income	8
52733	7475	Moderate Income	9
52733	7475	Other	1
52733	42097	Low Income	16
52733	42097	Moderate Income	24
52733	42097	Other	1
52733	41897	Low Income	6
52733	41897	Moderate Income	10
52733	3437	Low Income	10
52733	3437	Other	1
52733	38846	Low Income	12
52733	23437	Low Income	13
52733	23452	Low Income	4
52733	941090	Low Income	8
54407	108496	Low Income	17
54407	108496	Moderate Income	6
54407	108496	Other	1
54407	108496	Very Low Income	6
52722	975847	Extremely Low Income	3
52722	975847	Low Income	10
52722	975847	Very Low Income	5
52722	958049	Extremely Low Income	5
52722	958049	Low Income	27
52722	958049	Other	1
52722	958049	Very Low Income	25
52985	79168	Extremely Low Income	40
52985	79168	Low Income	3
52985	79168	Very Low Income	9
52723	955765	Extremely Low Income	20
52723	955765	Low Income	24
52723	955765	Very Low Income	4
52723	955764	Extremely Low Income	42
52723	955764	Low Income	52
52723	955764	Other	1
52723	955764	Very Low Income	6
52721	78260	Extremely Low Income	41
52721	78260	Low Income	1
52721	78260	Other	1
52721	78260	Very Low Income	5
52721	78268	Extremely Low Income	33
52721	78268	Low Income	2
52721	78268	Moderate Income	1
52721	78268	Other	1
52721	78268	Very Low Income	5
52721	97703	Extremely Low Income	9
52721	97703	Low Income	2
52721	97703	Moderate Income	2
52721	97703	Very Low Income	3
52721	56810	Extremely Low Income	41
52721	56810	Low Income	2
52721	56810	Very Low Income	11
52721	78256	Extremely Low Income	51
52721	78256	Low Income	9
52721	78256	Moderate Income	1
52721	78256	Other	1
52721	78256	Very Low Income	8
52721	64753	Extremely Low Income	6
52721	64753	Very Low Income	1
52721	97700	Extremely Low Income	20
52721	97700	Low Income	3
52721	97700	Other	1
52721	97700	Very Low Income	6
52721	64864	Extremely Low Income	33
52721	64864	Low Income	2
52721	64864	Other	1
52721	56814	Extremely Low Income	38
52721	56814	Low Income	5
52721	56814	Moderate Income	1
52721	56814	Other	1
52721	56814	Very Low Income	9
52721	56808	Extremely Low Income	45
52721	56808	Low Income	1
52721	56808	Moderate Income	2
52721	56808	Other	1
52721	56808	Very Low Income	5
52721	65116	Extremely Low Income	17
52721	65116	Low Income	2
52721	65116	Other	1
52721	65117	Extremely Low Income	29
52721	65117	Low Income	3
52721	65117	Very Low Income	2
52721	97364	Extremely Low Income	34
52721	97364	Low Income	2
52721	97364	Moderate Income	1
52721	97364	Very Low Income	6
52721	82104	Extremely Low Income	35
52721	82104	Low Income	3
52721	82104	Other	1
52721	82104	Very Low Income	4
52721	109441	Extremely Low Income	51
52721	109441	Low Income	1
52721	109441	Moderate Income	1
52721	109441	Other	1
52721	109441	Very Low Income	3
52721	109440	Extremely Low Income	24
52721	109440	Low Income	1
52721	109440	Very Low Income	2
52721	109442	Extremely Low Income	38
52721	109442	Other	1
52721	109442	Very Low Income	2
52667	955526	Low Income	45
52667	955526	Other	1
52667	955526	Very Low Income	12
51726	903004	Other	8
51990	394979	Other	5
51812	861876	Other	3
51812	861875	Other	3
52396	965076	Low Income	129
52396	965076	Moderate Income	126
52396	965076	Other	1
53277	341076	Low Income	159
52817	21585	Other	124
52735	810153	Extremely Low Income	23
52735	810153	Low Income	4
52735	810153	Moderate Income	1
52735	810153	Other	1
52735	810153	Very Low Income	121
52083	967329	Low Income	53
52083	967329	Middle Income	28
52083	967329	Moderate Income	17
52083	967329	Other	106
52083	967329	Other	1
52083	967329	Very Low Income	6
51652	953622	Extremely Low Income	51
51652	953622	Low Income	14
51652	953622	Other	1
52693	18971	Low Income	8
52693	23979	Low Income	6
52693	23979	Other	1
52349	24188	Low Income	50
52752	297808	Low Income	5
52752	362512	Low Income	7
52752	362510	Low Income	5
52752	297795	Low Income	5
52752	297795	Very Low Income	1
52752	297779	Low Income	4
52752	297779	Very Low Income	3
52752	297818	Low Income	3
52752	297818	Very Low Income	1
52752	380139	Low Income	5
52752	297807	Low Income	5
52752	297832	Low Income	2
52752	297832	Other	1
52752	297832	Very Low Income	1
52752	380148	Low Income	6
52752	297804	Low Income	6
52752	301861	Low Income	15
52752	301861	Other	1
52752	383504	Low Income	9
52752	371723	Low Income	9
52752	382758	Low Income	3
52752	382758	Other	1
52752	382757	Low Income	4
52752	808371	Low Income	8
52752	808371	Very Low Income	4
52752	808369	Low Income	4
52752	808368	Low Income	7
52752	808368	Very Low Income	1
52798	955842	Low Income	17
52798	955842	Other	1
52798	955842	Very Low Income	118
51274	804358	Other	22
51274	6564	Other	72
51274	804063	Other	278
52941	806388	Low Income	264
52941	806388	Very Low Income	48
52941	97290	Low Income	264
52941	97290	Very Low Income	48
52941	806181	Low Income	264
52941	806181	Very Low Income	48
52941	806390	Low Income	264
52941	806390	Very Low Income	48
52941	806389	Low Income	264
52941	806389	Very Low Income	48
52941	109464	Low Income	264
52941	109464	Very Low Income	48
52674	40979	Low Income	14
52674	40979	Very Low Income	5
52674	39869	Low Income	15
52674	39869	Very Low Income	3
52674	28111	Low Income	10
52674	4060	Low Income	8
52674	4060	Other	1
52674	41105	Low Income	19
52674	41105	Very Low Income	5
52674	40974	Low Income	7
52674	40974	Very Low Income	3
52674	40976	Low Income	9
52674	40976	Very Low Income	1
52674	4067	Low Income	13
52674	4067	Very Low Income	1
52674	39807	Low Income	23
52674	39807	Other	1
52674	41124	Low Income	9
52674	41124	Very Low Income	2
52674	39782	Low Income	24
52674	40978	Low Income	9
52674	40978	Very Low Income	1
52674	4055	Low Income	9
52674	40957	Low Income	14
52674	40957	Other	1
52674	40957	Very Low Income	2
52674	40956	Low Income	10
52674	2660	Low Income	26
52674	2660	Other	1
52674	23590	Low Income	8
52674	40339	Low Income	21
52674	40339	Other	1
52674	40339	Very Low Income	3
52674	40053	Low Income	4
52674	40049	Low Income	29
52674	40380	Low Income	4
52674	40378	Low Income	4
52674	40350	Low Income	8
52674	40379	Low Income	3
52674	40379	Very Low Income	1
52674	40383	Low Income	3
52674	40383	Very Low Income	1
52674	40059	Low Income	4
52674	40225	Low Income	13
52674	40225	Other	1
52674	40055	Low Income	4
52661	956798	Low Income	132
52661	956798	Other	1
52661	956798	Very Low Income	19
52610	950310	Low Income	123
52610	950310	Moderate Income	40
53437	64657	Very Low Income	43
53437	45511	Very Low Income	64
53437	806776	Very Low Income	59
53437	45509	Very Low Income	82
52758	232319	Low Income	4
52758	232319	Very Low Income	2
52758	334922	Low Income	1
52758	334922	Middle Income	1
52758	334922	Very Low Income	1
52758	213936	Low Income	2
52758	334901	Low Income	3
52758	334901	Very Low Income	3
52758	232317	Low Income	4
52758	232317	Very Low Income	2
52758	334936	Low Income	4
52758	334936	Very Low Income	2
52758	334939	Low Income	5
52758	334939	Very Low Income	1
52758	334915	Low Income	6
52758	334915	Very Low Income	2
52758	334892	Low Income	6
52758	380112	Low Income	16
52758	380112	Middle Income	8
52758	380112	Very Low Income	2
52758	334889	Low Income	2
52758	334889	Very Low Income	4
52758	334886	Low Income	6
52758	301835	Low Income	12
52758	301835	Middle Income	9
52758	301835	Very Low Income	2
52758	334903	Low Income	3
52758	334903	Very Low Income	3
52758	380683	Low Income	6
52758	234869	Low Income	20
52758	234869	Middle Income	3
52758	362714	Low Income	11
52758	362714	Middle Income	3
52758	362714	Very Low Income	2
52758	314170	Low Income	15
52758	314170	Middle Income	1
52758	314270	Low Income	5
52758	314270	Middle Income	1
52758	330375	Low Income	13
52758	330375	Very Low Income	3
52758	330367	Low Income	2
52758	313959	Low Income	6
52758	313969	Low Income	4
52758	313969	Middle Income	2
52758	379354	Low Income	3
52758	379354	Very Low Income	3
52758	287626	Low Income	10
52758	287626	Middle Income	2
52758	287616	Low Income	12
52758	287616	Middle Income	3
52758	287616	Very Low Income	1
52758	287624	Low Income	15
52758	287624	Middle Income	1
52758	287624	Very Low Income	4
52758	287645	Low Income	15
52758	287645	Very Low Income	1
52758	287213	Low Income	10
52758	287213	Middle Income	1
52758	287213	Very Low Income	1
52758	376556	Low Income	6
52758	376556	Middle Income	2
52758	351579	Low Income	16
52758	351579	Middle Income	5
52758	351579	Very Low Income	1
52758	349937	Low Income	6
52758	349937	Very Low Income	10
52758	185927	Low Income	10
52758	185927	Middle Income	8
67079	952514	Low Income	42
67079	952514	Other	1
67079	952514	Very Low Income	11
55403	42693	Low Income	98
62039	934090	Low Income	79
62039	934090	Other	1
51300	631575	Other	301
51300	811186	Other	301
55216	811270	Middle Income	229
55216	811269	Middle Income	229
55216	633610	Middle Income	229
55216	811267	Middle Income	231
55216	811268	Middle Income	231
51278	951227	Low Income	70
51278	951227	Other	1
51278	951227	Very Low Income	18
51666	956416	Other	6
51666	956421	Other	5
51666	956403	Other	7
51666	956432	Other	6
51666	956411	Other	6
51666	956412	Other	4
51666	956408	Other	6
51666	956407	Other	6
51666	956406	Other	6
51666	956400	Other	6
51666	956404	Other	8
51666	956405	Other	6
51666	956419	Other	6
